,tweet
86,"RT @liberalvart: patrick stump walked into that studio, did 4 lines of coke, texted pete wentz ""lol FAGGOT"", put his CLIT directly on the m…"
87,"RT @gatorrespectr: If liking her is gay, I'm a fuckin faggot"
88,"RT @only3andahalf: @Th0ny95 I knew you were straight! You were totally straight, and superior to a faggot like me!"
89,"@ENBY_FAGGOT @CatgirlAnarcho Nazis, race realists, hbd. 

I was never that much into black metal so idk. Only listened to his debut so far, it's ok ig."
90,@alcoughy Okay carpet munching faggot
91,"@Th0ny95 I knew you were straight! You were totally straight, and superior to a faggot like me!"
92,"RT @BullyTyrant: ㅤ
ㅤ— ❝ YOU. quit starin' n' get
ㅤt'lickin' instead, faggot. ❞
ㅤ https://t.co/14y67Q2eNf"
93,I'M A FAGGOT 😘 https://t.co/iTDXNnXM7y
94,"RT @witheyes2hear: patrick stump walked into that studio, did 4 lines of coke, texted pete wentz ""lol FAGGOT"", put his CLIT directly on the…"
95,"RT @gatorrespectr: If liking her is gay, I'm a fuckin faggot"
96,RT @KadjoMoussa: Open that slutty fucking mouth. Let the #King snaked you bitchy faggot. https://t.co/Bt7cemrGZa
97,Queer Men that speak their minds and aren’t afraid to say what they like or what’s on their mind… meanwhile every other faggot is walking on egg shells around their own friends because they’re all so corny and lame shady and judgemental…. 🥱 https://t.co/8rpRnBOIBX
98,"Als Lil Wayne live seine Ziele ""all some faggot bullshit"" in ""all some pussy bullshit"" geändert hat habe ich das erste Mal gespürt wie sich Fortschritt anfühlt"
99,RT @dyingpractice: pussy van faggot escaping the crime scene https://t.co/Xkn1XzLSGS
